"","DR","CRIMETYPE.1","CRIMETYPE.2","CRIMETYPE.3","CRIMETYPE.4","CRIMETYPE.5","CRIMETYPE.6"
"17186",110323211,AGG,AGG,AGG,AGG,AGG,AGG
"17187",120508820,AGG,AGG,AGG,AGG,AGG,AGG
"17188",121804411,AGG,AGG,AGG,AGG,AGG,AGG
"17189",131707581,0,0,AGG,AGG,0,AGG
"17190",101227859,AGG,AGG,AGG,0,AGG,AGG
"17191",130920625,AGG,0,0,AGG,AGG,AGG
"17192", 91224446,AGG,0,0,AGG,AGG,AGG
"17193",102008495,AGG,AGG,AGG,AGG,AGG,AGG
"17194",141107606,AGG,AGG,AGG,AGG,AGG,AGG
"17195",121318898,AGG,0,0,AGG,AGG,AGG
"17196",121518720,AGG,AGG,AGG,AGG,AGG,AGG
"17197", 91206093,AGG,AGG,AGG,AGG,AGG,AGG
"17198",111904769,AGG,AGG,AGG,AGG,AGG,AGG
"17199",131806758,AGG,AGG,AGG,AGG,AGG,AGG
"17200",141012317,AGG,AGG,AGG,AGG,AGG,AGG
"17201", 91520661,AGG,AGG,AGG,AGG,AGG,AGG
"17202",140614012,AGG,AGG,AGG,AGG,AGG,AGG
"17203",110907313,AGG,AGG,AGG,AGG,AGG,AGG
"17204", 90916289,AGG,AGG,AGG,AGG,AGG,0
"17205",111515707,AGG,AGG,AGG,AGG,AGG,AGG
"17206", 92019106,AGG,AGG,0,AGG,AGG,AGG
"17207",120816231,AGG,AGG,AGG,AGG,AGG,AGG
"17208",101021659,AGG,AGG,AGG,AGG,AGG,AGG
"17209",131512764,AGG,AGG,AGG,AGG,0,AGG
"17210",121805990,AGG,AGG,AGG,AGG,AGG,0
"17211", 90409527,AGG,AGG,AGG,AGG,AGG,AGG
"17212", 91510958,AGG,AGG,AGG,AGG,AGG,AGG
"17213", 92007033,AGG,AGG,AGG,AGG,AGG,AGG
"17214",140104607,AGG,AGG,AGG,AGG,AGG,0
"17215",131809803,AGG,AGG,AGG,AGG,AGG,AGG
"17216",122115203,0,AGG,AGG,AGG,0,AGG
"17217", 91709835,AGG,AGG,AGG,AGG,AGG,AGG
"17218", 90116897,AGG,AGG,AGG,AGG,AGG,AGG
"17219",102009987,AGG,AGG,AGG,AGG,AGG,AGG
"17220",142012687,AGG,AGG,AGG,AGG,AGG,AGG
"17221",100317138,AGG,AGG,AGG,AGG,0,0
"17222",111432543,AGG,AGG,AGG,AGG,AGG,AGG
"17223", 91613038,0,AGG,AGG,AGG,AGG,AGG
"17224",120117540,AGG,AGG,AGG,AGG,AGG,AGG
"17225",141414470,AGG,AGG,AGG,AGG,0,AGG
"17226",102119141,AGG,AGG,0,AGG,AGG,AGG
"17227",131713489,AGG,AGG,AGG,AGG,AGG,AGG
"17228", 91507414,AGG,0,0,AGG,AGG,AGG
"17229",111009423,AGG,AGG,AGG,AGG,AGG,AGG
"17230",101215581,AGG,AGG,AGG,AGG,AGG,AGG
"17231",101919621,AGG,AGG,AGG,AGG,AGG,AGG
"17232",131225250,AGG,AGG,AGG,AGG,AGG,AGG
"17233",100516275,AGG,AGG,AGG,AGG,AGG,AGG
"17234",131218826,AGG,AGG,AGG,AGG,AGG,AGG
"17235",141005802,AGG,AGG,AGG,AGG,AGG,AGG
"17236", 90709692,AGG,AGG,AGG,AGG,AGG,AGG
"17237",130118002,AGG,AGG,AGG,AGG,AGG,AGG
"17238",132013370,AGG,AGG,AGG,AGG,AGG,AGG
"17239", 91205954,AGG,AGG,AGG,AGG,AGG,AGG
"17240",101515737,AGG,0,AGG,AGG,AGG,AGG
"17241",142112517,AGG,0,0,AGG,AGG,AGG
"17242", 92116393,AGG,AGG,AGG,AGG,AGG,AGG
"17243",100913661,AGG,AGG,AGG,AGG,AGG,AGG
"17244", 91925842,AGG,AGG,AGG,AGG,AGG,AGG
"17245", 91234552,AGG,AGG,AGG,AGG,AGG,AGG
"17246",131227740,AGG,AGG,AGG,AGG,AGG,AGG
"17247",121718716,0,0,AGG,AGG,0,AGG
"17248", 91121802,AGG,AGG,AGG,AGG,0,0
"17249",101230910,AGG,AGG,AGG,AGG,AGG,AGG
"17250",140113921,AGG,AGG,0,AGG,AGG,0
"17251", 90615945,AGG,AGG,AGG,0,AGG,AGG
"17252",130504466,AGG,AGG,AGG,AGG,AGG,AGG
"17253",101820873,AGG,AGG,AGG,0,AGG,AGG
"17254",130304344,AGG,AGG,AGG,AGG,AGG,AGG
"17255",111222183,AGG,AGG,AGG,AGG,AGG,AGG
"17256",110717727,AGG,AGG,AGG,AGG,AGG,AGG
"17257",101713896,AGG,AGG,AGG,AGG,AGG,AGG
"17258", 91909852,AGG,AGG,0,AGG,AGG,AGG
"17259", 91827061,AGG,AGG,AGG,AGG,AGG,0
"17260",111011432,AGG,AGG,AGG,AGG,AGG,AGG
"17261",141511617,AGG,AGG,AGG,AGG,AGG,AGG
"17262",121211409,AGG,AGG,AGG,AGG,AGG,AGG
"17263",120514545,AGG,AGG,AGG,AGG,AGG,AGG
"17264",120415149,AGG,AGG,AGG,AGG,AGG,AGG
"17265",100317226,AGG,AGG,AGG,AGG,AGG,AGG
"17266",100915079,AGG,AGG,AGG,AGG,AGG,AGG
"17267",101510752,AGG,AGG,AGG,AGG,AGG,AGG
"17268",101508409,AGG,AGG,AGG,AGG,AGG,AGG
"17269",121519083,AGG,AGG,AGG,AGG,AGG,AGG
"17270",100917313,AGG,AGG,AGG,AGG,AGG,AGG
"17271",101424624,AGG,AGG,AGG,AGG,AGG,AGG
"17272",122015720,AGG,AGG,AGG,AGG,AGG,AGG
"17273",101219938,AGG,0,AGG,AGG,AGG,0
"17274",130213291,AGG,AGG,AGG,AGG,AGG,AGG
"17275",131213259,AGG,AGG,AGG,AGG,AGG,AGG
"17276", 91504231,AGG,AGG,AGG,AGG,AGG,AGG
"17277", 91312511,AGG,AGG,AGG,AGG,AGG,AGG
"17278", 91310059,AGG,AGG,AGG,AGG,AGG,AGG
"17279", 91308983,AGG,AGG,0,AGG,AGG,0
"17280",101814353,AGG,AGG,AGG,AGG,0,AGG
"17281",121615303,AGG,AGG,AGG,AGG,AGG,AGG
"17282",110301743,AGG,AGG,AGG,AGG,0,0
"17283",121413321,AGG,AGG,AGG,AGG,AGG,AGG
"17284", 91120162,AGG,AGG,AGG,AGG,AGG,AGG
"17285",111909203,AGG,AGG,AGG,AGG,AGG,AGG
"17286",141010680,AGG,AGG,AGG,AGG,AGG,AGG
"17287",140400745,AGG,AGG,AGG,0,AGG,AGG
"17288",111807461,AGG,AGG,AGG,AGG,AGG,AGG
"17289",110415178,AGG,AGG,AGG,AGG,0,AGG
"17290",101605386,AGG,AGG,AGG,AGG,AGG,AGG
"17291",141311582,AGG,AGG,AGG,AGG,AGG,AGG
"17292",110315470,AGG,AGG,0,0,AGG,0
"17293",111719574,AGG,AGG,AGG,AGG,AGG,AGG
"17294",130300539,AGG,AGG,AGG,0,AGG,AGG
"17295",131518421,AGG,AGG,0,AGG,AGG,AGG
"17296",131607326,AGG,AGG,AGG,AGG,AGG,AGG
"17297",141404318,AGG,AGG,0,0,AGG,AGG
"17298", 90120004,AGG,AGG,AGG,AGG,AGG,AGG
"17299",130211317,AGG,AGG,AGG,AGG,AGG,AGG
"17300", 90719219,AGG,0,0,AGG,AGG,AGG
"17301",111521732,AGG,AGG,AGG,AGG,0,AGG
"17302", 91514373,AGG,AGG,AGG,0,AGG,0
"17303",131001081,AGG,AGG,AGG,AGG,AGG,AGG
"17304",110112408,0,AGG,AGG,AGG,0,AGG
"17305",111326289,AGG,AGG,AGG,AGG,AGG,AGG
"17306", 91824989,AGG,AGG,AGG,AGG,AGG,AGG
"17307",101310799,AGG,AGG,AGG,AGG,AGG,AGG
"17308",131113115,AGG,AGG,AGG,AGG,AGG,AGG
"17309",111105356,AGG,AGG,AGG,AGG,AGG,AGG
"17310",101809391,AGG,AGG,AGG,AGG,AGG,AGG
"17311",111218985,AGG,AGG,AGG,AGG,AGG,AGG
"17312",131816345,AGG,AGG,AGG,AGG,AGG,AGG
"17313",142110940,AGG,AGG,AGG,0,AGG,0
"17314", 90317973,AGG,AGG,AGG,AGG,AGG,AGG
"17315",110510180,AGG,AGG,AGG,AGG,AGG,AGG
"17316",111431939,AGG,0,0,AGG,AGG,AGG
"17317",131718789,AGG,AGG,AGG,AGG,AGG,AGG
"17318", 90123692,AGG,AGG,AGG,AGG,AGG,AGG
"17319",112117667,AGG,AGG,AGG,AGG,AGG,AGG
"17320",131815105,AGG,AGG,AGG,AGG,AGG,AGG
"17321",131922210,AGG,AGG,AGG,AGG,AGG,AGG
"17322",112110323,AGG,AGG,0,0,AGG,AGG
"17323", 91821822,AGG,AGG,AGG,AGG,AGG,AGG
"17324",101422191,AGG,AGG,AGG,AGG,AGG,AGG
"17325",100120054,AGG,AGG,AGG,AGG,AGG,0
"17326",101216311,AGG,AGG,AGG,AGG,AGG,AGG
"17327",131616183,AGG,AGG,AGG,AGG,AGG,AGG
"17328",131410894,AGG,AGG,AGG,AGG,AGG,AGG
"17329",101813230,AGG,AGG,AGG,0,AGG,0
"17330",101905423,AGG,AGG,AGG,AGG,AGG,AGG
"17331",130211842,AGG,AGG,AGG,AGG,AGG,AGG
"17332", 90326322,AGG,AGG,AGG,AGG,AGG,AGG
"17333",120411789,AGG,AGG,AGG,AGG,AGG,AGG
"17334",121107015,AGG,AGG,AGG,AGG,0,AGG
"17335",120812113,AGG,AGG,AGG,AGG,AGG,AGG
"17336",132016108,AGG,AGG,AGG,AGG,AGG,AGG
"17337",130614862,AGG,AGG,AGG,AGG,AGG,AGG
"17338", 91013354,AGG,AGG,AGG,AGG,0,0
"17339",100316373,AGG,AGG,AGG,AGG,AGG,AGG
"17340",101416141,AGG,AGG,AGG,AGG,AGG,AGG
"17341",111419377,AGG,AGG,AGG,AGG,AGG,AGG
"17342",130712413,AGG,AGG,0,0,AGG,AGG
"17343",131912989,AGG,AGG,AGG,AGG,AGG,AGG
"17344",131517198,0,AGG,AGG,AGG,AGG,AGG
"17345",111805051,AGG,AGG,AGG,AGG,AGG,AGG
"17346", 91507934,AGG,AGG,AGG,AGG,0,0
"17347", 91308297,AGG,AGG,AGG,AGG,0,0
"17348",110406690,AGG,AGG,AGG,AGG,AGG,AGG
"17349", 91916033,AGG,AGG,AGG,AGG,AGG,AGG
"17350",121925225,AGG,0,AGG,AGG,0,AGG
"17351",110120163,AGG,AGG,AGG,AGG,AGG,0
"17352", 90311403,AGG,AGG,AGG,0,AGG,0
"17353",121804302,AGG,AGG,AGG,AGG,0,0
"17354",120223918,AGG,AGG,AGG,AGG,AGG,AGG
"17355",120318428,AGG,AGG,AGG,AGG,AGG,AGG
"17356",101227686,AGG,AGG,AGG,AGG,AGG,AGG
"17357",120416551,AGG,AGG,AGG,AGG,AGG,AGG
"17358",131007472,AGG,AGG,AGG,AGG,AGG,AGG
"17359",101617059,AGG,AGG,AGG,AGG,0,AGG
"17360", 91907247,AGG,0,0,AGG,0,AGG
"17361",140105766,AGG,AGG,AGG,AGG,AGG,AGG
"17362",122008789,AGG,AGG,0,AGG,AGG,AGG
"17363",101209588,AGG,AGG,AGG,AGG,AGG,AGG
"17364",100415857,AGG,AGG,AGG,AGG,AGG,AGG
"17365",121817078,AGG,AGG,AGG,AGG,AGG,AGG
"17366",131009397,AGG,0,AGG,AGG,AGG,AGG
"17367",131008038,AGG,AGG,AGG,AGG,AGG,AGG
"17368",121208776,AGG,0,AGG,AGG,AGG,AGG
"17369",111425078,0,AGG,AGG,AGG,AGG,AGG
"17370",121921607,AGG,AGG,AGG,AGG,AGG,0
"17371",121520646,AGG,AGG,AGG,AGG,AGG,AGG
"17372",100109901,AGG,AGG,AGG,AGG,AGG,AGG
"17373", 91218962,AGG,AGG,0,AGG,0,AGG
"17374",121204869,AGG,AGG,AGG,AGG,AGG,AGG
"17375",120116718,AGG,AGG,AGG,AGG,AGG,AGG
"17376",130614329,AGG,AGG,AGG,AGG,AGG,AGG
"17377",112113217,AGG,AGG,AGG,AGG,AGG,AGG
"17378",111816778,AGG,AGG,AGG,AGG,AGG,AGG
"17379",132114163,AGG,AGG,AGG,AGG,AGG,AGG
"17380", 91813053,AGG,AGG,AGG,AGG,AGG,AGG
"17381",132105255,AGG,AGG,AGG,AGG,AGG,AGG
"17382",100907599,AGG,AGG,AGG,AGG,AGG,AGG
"17383", 92121773,AGG,0,AGG,AGG,AGG,AGG
"17384",102013853,AGG,AGG,AGG,AGG,AGG,AGG
"17385",101810600,0,AGG,AGG,AGG,AGG,AGG
"17386",120518505,0,AGG,AGG,AGG,AGG,AGG
"17387",141209937,AGG,AGG,AGG,AGG,AGG,AGG
"17388",111601040,AGG,AGG,0,AGG,AGG,0
"17389", 90109171,AGG,AGG,AGG,AGG,AGG,AGG
"17390",141405974,AGG,AGG,AGG,AGG,0,0
"17391",131317297,AGG,AGG,AGG,AGG,AGG,AGG
"17392",122107556,AGG,AGG,0,AGG,AGG,0
"17393",140405263,0,AGG,AGG,AGG,0,AGG
"17394", 91231004,AGG,AGG,AGG,AGG,AGG,AGG
"17395",142108660,AGG,AGG,AGG,AGG,AGG,AGG
"17396", 91510742,AGG,AGG,AGG,AGG,AGG,AGG
"17397",121718206,AGG,AGG,AGG,AGG,AGG,AGG
"17398",122017382,AGG,AGG,0,0,AGG,AGG
"17399",130904154,AGG,AGG,AGG,AGG,AGG,AGG
"17400",100905749,AGG,AGG,AGG,AGG,AGG,AGG
"17401", 91215968,AGG,AGG,AGG,AGG,AGG,AGG
"17402",120400502,0,AGG,AGG,AGG,0,AGG
"17403",131006965,AGG,AGG,AGG,AGG,0,AGG
"17404", 90331608,AGG,AGG,AGG,AGG,AGG,AGG
"17405", 90407342,AGG,0,AGG,AGG,AGG,AGG
"17406",142112216,AGG,AGG,AGG,AGG,AGG,AGG
"17407",130221585,AGG,AGG,AGG,AGG,0,AGG
"17408",120408862,0,0,AGG,0,AGG,0
"17409",111617809,AGG,AGG,AGG,AGG,AGG,AGG
"17410",130413559,AGG,AGG,AGG,AGG,AGG,AGG
"17411",101810601,AGG,AGG,AGG,AGG,AGG,AGG
"17412",120519064,AGG,AGG,AGG,AGG,AGG,AGG
"17413",102016521,AGG,AGG,AGG,AGG,AGG,AGG
"17414",101509516,AGG,AGG,AGG,AGG,0,0
"17415",100405369,AGG,AGG,AGG,AGG,AGG,AGG
"17416", 91421349,AGG,AGG,AGG,AGG,AGG,0
"17417",121705839,AGG,AGG,AGG,AGG,AGG,AGG
"17418",101420701,AGG,AGG,0,AGG,AGG,0
"17419",120325429,AGG,AGG,AGG,AGG,AGG,AGG
"17420", 92013915,AGG,AGG,AGG,AGG,0,AGG
"17421",120417402,AGG,AGG,AGG,AGG,AGG,AGG
"17422",100400636,AGG,AGG,0,AGG,AGG,AGG
"17423",132105332,AGG,AGG,AGG,AGG,AGG,AGG
"17424",112018675,AGG,AGG,AGG,AGG,AGG,AGG
"17425",131919231,AGG,AGG,AGG,AGG,0,AGG
"17426", 91116941,AGG,AGG,AGG,AGG,AGG,AGG
"17427", 90313846,AGG,AGG,AGG,AGG,AGG,AGG
"17428",100316328,AGG,AGG,AGG,AGG,AGG,AGG
"17429",100907044,AGG,AGG,AGG,AGG,AGG,AGG
"17430",101230611,AGG,AGG,AGG,AGG,AGG,0
"17431",111510271,AGG,AGG,AGG,AGG,AGG,AGG
"17432",120808138,AGG,AGG,AGG,AGG,AGG,AGG
"17433",120312334,AGG,AGG,AGG,AGG,AGG,AGG
"17434",121222669,0,AGG,AGG,AGG,0,AGG
"17435",111500599,AGG,AGG,AGG,AGG,AGG,AGG
"17436",110909502,AGG,AGG,AGG,AGG,AGG,AGG
"17437",111210328,AGG,AGG,AGG,AGG,AGG,AGG
"17438",100609102,AGG,AGG,AGG,AGG,AGG,AGG
"17439",100307459,AGG,AGG,AGG,AGG,AGG,AGG
"17440",130717120,AGG,AGG,AGG,0,AGG,AGG
"17441",102114903,AGG,AGG,AGG,AGG,AGG,AGG
"17442",101214409,AGG,AGG,AGG,AGG,AGG,AGG
"17443", 91522121,AGG,AGG,0,AGG,AGG,0
"17444",102018473,AGG,AGG,0,AGG,AGG,0
"17445",120600860,AGG,AGG,AGG,AGG,AGG,AGG
"17446",101118382,AGG,0,0,AGG,AGG,AGG
"17447",101427479,AGG,AGG,AGG,0,AGG,AGG
"17448",140206899,AGG,AGG,AGG,AGG,AGG,AGG
"17449",140406598,AGG,AGG,AGG,AGG,AGG,AGG
"17450",112018777,AGG,AGG,AGG,AGG,AGG,AGG
"17451",111004224,AGG,AGG,AGG,AGG,AGG,AGG
"17452", 92011802,0,AGG,AGG,AGG,AGG,AGG
"17453", 90804973,AGG,AGG,AGG,AGG,AGG,AGG
"17454",100618423,AGG,AGG,AGG,0,AGG,0
"17455",141512127,AGG,AGG,AGG,AGG,AGG,AGG
"17456",102121879,AGG,AGG,AGG,AGG,AGG,AGG
"17457",140405933,AGG,AGG,AGG,AGG,AGG,0
"17458",121308105,AGG,AGG,AGG,AGG,AGG,AGG
"17459",100310868,AGG,AGG,AGG,AGG,0,AGG
"17460", 91925731,0,AGG,AGG,AGG,0,AGG
"17461", 90905698,AGG,AGG,AGG,AGG,AGG,AGG
"17462", 90205063,AGG,AGG,AGG,AGG,AGG,AGG
"17463", 90307072,AGG,AGG,AGG,AGG,AGG,AGG
"17464", 91819583,AGG,AGG,AGG,AGG,AGG,AGG
"17465",110513723,AGG,AGG,AGG,AGG,AGG,AGG
"17466",111012198,AGG,AGG,AGG,AGG,AGG,AGG
"17467",112105159,AGG,AGG,AGG,AGG,AGG,AGG
"17468",111912500,AGG,AGG,AGG,AGG,AGG,AGG
"17469", 92115304,AGG,AGG,AGG,AGG,AGG,0
"17470",141405267,AGG,AGG,AGG,AGG,AGG,AGG
"17471",121716011,0,AGG,AGG,AGG,AGG,0
"17472",120818410,AGG,AGG,AGG,AGG,AGG,AGG
"17473", 91815024,AGG,AGG,AGG,AGG,AGG,AGG
"17474",122106259,AGG,AGG,AGG,AGG,AGG,AGG
"17475",130806062,AGG,AGG,AGG,AGG,AGG,AGG
"17476",110718776,AGG,AGG,AGG,AGG,AGG,AGG
"17477", 91414212,AGG,AGG,AGG,AGG,AGG,AGG
"17478",120307300,0,AGG,AGG,AGG,0,AGG
"17479",140910904,AGG,AGG,AGG,AGG,AGG,AGG
"17480", 91822211,AGG,AGG,AGG,AGG,AGG,0
"17481",131422008,0,AGG,AGG,AGG,0,AGG
"17482",111217027,AGG,AGG,AGG,AGG,AGG,AGG
"17483",110519696,AGG,AGG,AGG,AGG,AGG,AGG
"17484",110818414,AGG,AGG,AGG,AGG,AGG,AGG
"17485",100318686,AGG,AGG,AGG,AGG,AGG,AGG
"17486",120218372,AGG,AGG,AGG,AGG,AGG,AGG
"17487",100918907,AGG,AGG,AGG,AGG,AGG,AGG
"17488",121922950,AGG,AGG,AGG,AGG,AGG,AGG
"17489",100520578,AGG,AGG,AGG,AGG,AGG,AGG
"17490",120512106,AGG,AGG,AGG,AGG,AGG,AGG
"17491",121718638,AGG,AGG,AGG,AGG,AGG,AGG
"17492",131200830,AGG,AGG,AGG,AGG,AGG,AGG
"17493", 90414544,0,AGG,AGG,AGG,0,0
"17494",100628444,AGG,AGG,AGG,AGG,AGG,AGG
"17495",101913399,AGG,AGG,AGG,AGG,AGG,AGG
"17496",120816632,AGG,AGG,AGG,AGG,AGG,AGG
"17497",131807347,AGG,AGG,AGG,AGG,AGG,AGG
"17498",120416328,AGG,0,0,AGG,AGG,AGG
"17499",120311213,AGG,AGG,AGG,AGG,AGG,0
"17500",131523545,0,0,0,AGG,AGG,0
"17501", 91211267,AGG,AGG,AGG,AGG,AGG,AGG
"17502",101428355,AGG,AGG,AGG,AGG,AGG,AGG
"17503",101420354,AGG,AGG,AGG,AGG,AGG,AGG
"17504",100208191,0,AGG,AGG,AGG,0,AGG
"17505",121921716,AGG,AGG,AGG,AGG,AGG,AGG
"17506",120709915,AGG,AGG,AGG,AGG,AGG,AGG
"17507",131905173,AGG,AGG,AGG,AGG,AGG,AGG
"17508",131817851,AGG,AGG,AGG,AGG,AGG,AGG
"17509", 91505143,AGG,AGG,AGG,AGG,AGG,AGG
"17510", 90915191,0,AGG,AGG,AGG,AGG,AGG
"17511", 91722300,AGG,AGG,0,AGG,AGG,0
"17512",131813956,AGG,AGG,AGG,AGG,AGG,AGG
"17513",130313956,AGG,AGG,AGG,AGG,AGG,AGG
"17514",101613265,AGG,AGG,AGG,AGG,AGG,AGG
"17515",120319313,AGG,AGG,AGG,0,AGG,0
"17516",110311271,AGG,AGG,AGG,AGG,AGG,AGG
"17517",140505741,0,AGG,AGG,AGG,AGG,AGG
"17518",100501024,AGG,AGG,AGG,AGG,0,0
"17519",130609953,AGG,AGG,AGG,AGG,AGG,AGG
"17520",131417992,AGG,AGG,AGG,AGG,AGG,AGG
"17521", 91125189,AGG,AGG,AGG,AGG,AGG,AGG
"17522",120211287,AGG,AGG,AGG,AGG,AGG,AGG
"17523",130913105,AGG,AGG,AGG,AGG,AGG,AGG
"17524",141700728,AGG,AGG,0,AGG,AGG,0
"17525", 91325146,AGG,AGG,AGG,AGG,AGG,AGG
"17526",130804711,AGG,0,0,AGG,AGG,AGG
"17527",120906376,AGG,AGG,AGG,AGG,AGG,AGG
"17528",110219475,AGG,AGG,AGG,AGG,AGG,AGG
"17529",101713121,AGG,AGG,AGG,AGG,AGG,AGG
"17530",111204949,AGG,AGG,AGG,AGG,AGG,AGG
"17531", 91321017,AGG,AGG,AGG,AGG,AGG,AGG
"17532",141908816,AGG,AGG,AGG,AGG,AGG,AGG
"17533", 91809146,AGG,AGG,AGG,0,AGG,0
"17534",100910969,AGG,AGG,AGG,AGG,AGG,AGG
"17535",110314997,AGG,AGG,AGG,AGG,AGG,AGG
"17536",102018703,AGG,AGG,AGG,AGG,AGG,AGG
"17537", 90717891,AGG,AGG,AGG,0,AGG,AGG
"17538",140810275,AGG,AGG,AGG,AGG,AGG,AGG
"17539",112011863,AGG,AGG,AGG,AGG,AGG,AGG
"17540",111417205,AGG,AGG,AGG,AGG,AGG,AGG
"17541",141314574,AGG,AGG,AGG,AGG,AGG,AGG
"17542",102113272,AGG,AGG,AGG,AGG,AGG,AGG
"17543",100320761,AGG,AGG,AGG,AGG,AGG,AGG
"17544",141608051,AGG,AGG,AGG,AGG,AGG,AGG
"17545", 91611139,AGG,AGG,AGG,AGG,AGG,AGG
"17546", 92113350,AGG,AGG,AGG,AGG,AGG,AGG
"17547", 91014358,AGG,AGG,AGG,AGG,AGG,AGG
"17548",100409755,AGG,AGG,AGG,AGG,0,AGG
"17549",121808166,AGG,AGG,AGG,AGG,AGG,AGG
"17550", 90420707,AGG,AGG,AGG,AGG,AGG,AGG
"17551",101501565,AGG,AGG,AGG,AGG,AGG,AGG
"17552",111609130,AGG,AGG,0,AGG,AGG,AGG
"17553",131600647,AGG,AGG,AGG,AGG,AGG,AGG
"17554", 90716861,AGG,AGG,AGG,AGG,AGG,AGG
"17555",130411956,AGG,AGG,AGG,AGG,AGG,AGG
"17556",110628806,AGG,AGG,0,AGG,AGG,AGG
"17557",131507896,AGG,AGG,AGG,AGG,AGG,AGG
"17558",122106503,AGG,AGG,AGG,AGG,AGG,AGG
"17559",121227689,AGG,AGG,AGG,AGG,0,0
"17560",131423657,AGG,AGG,AGG,AGG,AGG,AGG
"17561",141314084,AGG,0,AGG,AGG,AGG,AGG
"17562",110325300,0,AGG,AGG,AGG,AGG,0
"17563",120917577,AGG,AGG,0,AGG,AGG,AGG
"17564",141415254,AGG,AGG,AGG,0,AGG,AGG
"17565", 91825933,AGG,AGG,AGG,AGG,AGG,AGG
"17566",121313645,AGG,AGG,AGG,AGG,AGG,AGG
"17567",111226974,AGG,AGG,AGG,AGG,AGG,AGG
"17568", 91110296,AGG,AGG,AGG,AGG,AGG,AGG
"17569",110415042,AGG,AGG,AGG,AGG,AGG,AGG
"17570",100806646,AGG,AGG,AGG,AGG,AGG,AGG
"17571",131312400,AGG,AGG,AGG,AGG,AGG,AGG
"17572",132115914,AGG,AGG,AGG,AGG,AGG,AGG
"17573", 90420348,AGG,AGG,AGG,AGG,0,AGG
"17574",101822220,AGG,AGG,0,AGG,AGG,0
"17575", 92024026,0,AGG,AGG,AGG,AGG,AGG
"17576",110321504,AGG,AGG,AGG,AGG,AGG,AGG
"17577",101808936,AGG,AGG,AGG,AGG,AGG,AGG
"17578",101714493,AGG,AGG,AGG,AGG,AGG,0
"17579",130314558,AGG,AGG,AGG,AGG,0,AGG
"17580",140312310,AGG,AGG,AGG,AGG,AGG,AGG
"17581",141900895,0,AGG,AGG,AGG,AGG,AGG
"17582",101905081,AGG,AGG,AGG,AGG,AGG,AGG
"17583",121219644,AGG,AGG,AGG,AGG,AGG,AGG
"17584",121100783,AGG,AGG,AGG,AGG,AGG,AGG
"17585",101715661,AGG,AGG,AGG,AGG,AGG,AGG
"17586",111516204,AGG,AGG,AGG,AGG,AGG,0
"17587",131718125,AGG,AGG,AGG,AGG,AGG,0
"17588",110805420,AGG,AGG,AGG,AGG,AGG,AGG
"17589", 90306707,AGG,0,AGG,AGG,AGG,AGG
"17590", 91208759,AGG,0,AGG,AGG,AGG,AGG
"17591", 91328291,AGG,AGG,AGG,AGG,AGG,AGG
"17592",130708452,AGG,AGG,AGG,AGG,AGG,AGG
"17593", 90506048,AGG,AGG,AGG,AGG,AGG,AGG
"17594",100704112,0,AGG,AGG,AGG,0,AGG
"17595", 91608827,AGG,AGG,AGG,AGG,AGG,AGG
"17596",100714539,AGG,AGG,AGG,AGG,AGG,AGG
"17597",121315795,AGG,AGG,AGG,AGG,AGG,AGG
"17598", 91712132,AGG,AGG,AGG,AGG,AGG,AGG
"17599",101911067,AGG,AGG,AGG,AGG,0,0
"17600",110622023,AGG,AGG,AGG,AGG,AGG,AGG
"17601",120512940,AGG,AGG,AGG,AGG,AGG,AGG
"17602",130320188,AGG,AGG,AGG,AGG,AGG,AGG
"17603",131905373,AGG,AGG,AGG,AGG,AGG,AGG
"17604",100405375,AGG,AGG,AGG,AGG,0,AGG
"17605",110310804,AGG,AGG,AGG,AGG,AGG,AGG
"17606",131507715,AGG,AGG,AGG,AGG,AGG,0
"17607",100325009,AGG,AGG,AGG,AGG,AGG,0
"17608", 91408457,AGG,AGG,AGG,AGG,AGG,AGG
"17609",112005289,AGG,AGG,AGG,AGG,AGG,AGG
"17610",110308764,AGG,AGG,AGG,AGG,AGG,AGG
"17611", 91324478,AGG,AGG,AGG,0,AGG,0
"17612", 90912607,AGG,AGG,AGG,AGG,AGG,AGG
"17613",100118421,AGG,AGG,AGG,AGG,0,0
"17614",120324083,AGG,AGG,AGG,AGG,AGG,AGG
"17615", 92010661,AGG,AGG,AGG,AGG,AGG,AGG
"17616",131411972,AGG,AGG,AGG,AGG,AGG,AGG
"17617",121218340,AGG,AGG,AGG,AGG,AGG,AGG
"17618",101915615,AGG,AGG,0,0,AGG,AGG
"17619",131514050,AGG,AGG,AGG,AGG,AGG,AGG
"17620",110216633,AGG,AGG,AGG,AGG,AGG,AGG
"17621",110301153,AGG,AGG,AGG,AGG,AGG,AGG
"17622", 91224293,AGG,0,AGG,AGG,AGG,AGG
"17623", 90626883,AGG,AGG,AGG,AGG,0,0
"17624", 90410078,AGG,AGG,0,AGG,AGG,AGG
"17625",141310482,AGG,AGG,AGG,AGG,AGG,AGG
"17626",111212287,AGG,AGG,AGG,AGG,AGG,AGG
"17627", 90522915,AGG,AGG,AGG,AGG,AGG,AGG
"17628", 91412433,AGG,AGG,AGG,AGG,AGG,AGG
"17629",111908320,AGG,AGG,AGG,AGG,0,AGG
"17630", 91714164,AGG,AGG,AGG,AGG,AGG,AGG
